  0.80000001192092896        1.9999999494757503E-004   5.4992941787243404E-012   6.7241993825087795E-008   4.9221672622253715E-004
  0.80000001192092896        2.2018660609295150E-004   6.9547915671633694E-012   7.7380630673049102E-008   5.1577638110025489E-004
  0.80000001192092896        2.4241071363747263E-004   8.7990445286000449E-012   8.9075752143643642E-008   5.4119833943780426E-004
  0.80000001192092896        2.6687796832393183E-004   1.1137010548647133E-011   1.0259099360108320E-007   5.6787092752085520E-004
  0.80000001192092896        2.9381477785352941E-004   1.4102113842970851E-011   1.1821340330942416E-007   5.9622664058975479E-004
  0.80000001192092896        3.2347040194916538E-004   1.7864285578757074E-011   1.3627090999644943E-007   6.2663230934556448E-004
  0.80000001192092896        3.5611925887987702E-004   2.2640285780648034E-011   1.5716598550949571E-007   6.5849829571056268E-004
  0.80000001192092896        3.9206346478984268E-004   2.8705980966225841E-011   1.8135572722331948E-007   6.9252497278129500E-004
  0.80000001192092896        4.3163562932962740E-004   3.6413402453720430E-011   2.0936751800993969E-007   7.2887323216918177E-004
  0.80000001192092896        4.7520193345904006E-004   4.6212042083736208E-011   2.4183015609866041E-007   7.6740085767240858E-004
  0.80000001192092896        5.2316551790204560E-004   5.8675580523054987E-011   2.7947249580471756E-007   8.0847752588720980E-004
  0.80000001192092896        5.7597021360879480E-004   7.4537090396478455E-011   3.2314462048195709E-007   8.5226721143744077E-004
  0.80000001192092896        6.3410464874459507E-004   9.4733800763130120E-011   3.7384274580112955E-007   8.9894691454028678E-004
  0.80000001192092896        6.9810677020983795E-004   1.2046457383482664E-010   4.3273816984047254E-007   9.4885775142090759E-004
  0.80000001192092896        7.6856882153076254E-004   1.5326444000219120E-010   5.0119453350414420E-007   1.0021248790174728E-003
  0.80000001192092896        8.4614282318395549E-004   1.9509945071777541E-010   5.8081696317781501E-007   1.0590847109449204E-003
  0.80000001192092896        9.3154660606676427E-004   2.4848978080605518E-010   6.7349049669566904E-007   1.1200517220083270E-003
  0.80000001192092896        1.0255704539443311E-003   3.1666825120870088E-010   7.8142760911208060E-007   1.1853376351998611E-003
  0.80000001192092896        1.1290844163391212E-003   4.0378459407116770E-010   9.0722700737412747E-007   1.2553275901567979E-003
  0.80000001192092896        1.2430463595327528E-003   5.1516958488417507E-010   1.0539549855317114E-006   1.3303975544947649E-003
  0.80000001192092896        1.3685108301800697E-003   6.5767599133643815E-010   1.2252141194474998E-006   1.4110215626463843E-003
  0.80000001192092896        1.5066388135548826E-003   8.4012035089190987E-010   1.4252605414616529E-006   1.4976800512428972E-003
  0.80000001192092896        1.6587084767253047E-003   1.0738545870806244E-009   1.6591110947525955E-006   1.5908976613434771E-003
  0.80000001192092896        1.8261269960706198E-003   1.3735065790954408E-009   1.9326983467106897E-006   1.6912766186761288E-003
  0.80000001192092896        2.0104435785856076E-003   1.7579415115299474E-009   2.2530321054277319E-006   1.7994859012740621E-003
  0.80000001192092896        2.2133637974649377E-003   2.2515104990659257E-009   2.6284167526027845E-006   1.9162419323493190E-003
  0.80000001192092896        2.4367653746219290E-003   2.8856730814750046E-009   3.0686906137301162E-006   2.0423434783506788E-003
  0.80000001192092896        2.6827155561852060E-003   3.7011085423818740E-009   3.5855258991041951E-006   2.1787074361721260E-003
  0.80000001192092896        2.9534902417573650E-003   4.7504681641050779E-009   4.1927894131779899E-006   2.3263107966162008E-003
  0.80000001192092896        3.2515950444482250E-003   6.1019623617855513E-009   4.9069687064125063E-006   2.4862734417648272E-003
  0.80000001192092896        3.5797884765616365E-003   7.8440466116908850E-009   5.7476943469762924E-006   2.6598214655507457E-003
  0.80000001192092896        3.9411074754845676E-003   1.0091545275554026E-008   6.7383685535726886E-006   2.8483372380240994E-003
  0.80000001192092896        4.3388955059822558E-003   1.2993668028210921E-008   7.9069195275346665E-006   3.0533651800767904E-003
  0.80000001192092896        4.7768334989439273E-003   1.6744515168990954E-008   9.2867317243244296E-006   3.2766177388833255E-003
  0.80000001192092896        5.2589739128707626E-003   2.1596859324374281E-008   1.0917749077913725E-005   3.5200498679064411E-003
  0.80000001192092896        5.7897782332940141E-003   2.7880259745231921E-008   1.2847845313213747E-005   3.7858066756166976E-003
  0.80000001192092896        6.3741582571240508E-003   3.6024882773908893E-008   1.5134468542935437E-005   4.0763582998428732E-003
  0.80000001192092896        7.0175215439550421E-003   4.6592901202910002E-008   1.7846655545608396E-005   4.3944304363278501E-003
  0.80000001192092896        7.7258214549088145E-003   6.0319902631341925E-008   2.1067507753948184E-005   4.7431456438995811E-003
  0.80000001192092896        8.5056122420522438E-003   7.8169622438687201E-008   2.4897171698655215E-005   5.1259961811788079E-003
  0.80000001192092896        9.3641096981580251E-003   1.0140635353653687E-007   2.9456579524483798E-005   5.5469503960057205E-003
  0.80000001192092896        1.0309257928031300E-002   1.3169092411702864E-007   3.4891918061328939E-005   6.0105095487396516E-003
  0.80000001192092896        1.1349802859270459E-002   1.7120810339771800E-007   4.1380271691104917E-005   6.5217421610238033E-003
  0.80000001192092896        1.2495373172693874E-002   2.2283595702494123E-007   4.9136415143612207E-005   7.0864815022844653E-003
  0.80000001192092896        1.3756569401322074E-002   2.9037146273814181E-007   5.8421341999085825E-005   7.7112392703108049E-003
  0.80000001192092896        1.5145062022392715E-002   3.7883129325870630E-007   6.9552679493541065E-005   8.4035781789249236E-003
  0.80000001192092896        1.6673699450102601E-002   4.9485393576716070E-007   8.2917637775963015E-005   9.1719449747773470E-003
  0.80000001192092896        1.8356626928387420E-002   6.4723753552748164E-007   9.8989072272563148E-005   1.0026125997479627E-002
